User ID,Age,Gender,Education Level,Profession,Skill Category,Initial Skill Level,Training Hours,Confidence Level,Feedback Score,Activity Participation,Current Skill Level,Progress (%)
654,24,Male,High School,Software Engineer,Conflict Resolution,7,7,1,5,11,8.7,24.3
655,25,Other,High School,Data Scientist,Emotional Intelligence,3,19,5,1,4,5.1,70.0
656,32,Female,Bachelor's,Software Engineer,Critical Thinking,9,40,7,4,7,10.0,11.1
657,26,Female,Bachelor's,Manager,Critical Thinking,6,23,10,1,14,8.5,41.7
658,22,Male,PhD,Data Scientist,Critical Thinking,9,17,1,6,7,10.0,11.1
659,31,Female,Bachelor's,Data Scientist,Conflict Resolution,5,46,2,2,8,10.0,100.0
660,29,Female,Bachelor's,Student,Critical Thinking,7,25,7,5,1,10.0,42.9
661,35,Other,PhD,Software Engineer,Persuasive Speaking,4,41,6,7,4,9.5,137.5
662,22,Female,Bachelor's,Manager,Emotional Intelligence,7,31,3,2,12,10.0,42.9
663,24,Other,Master's,Student,Critical Thinking,1,33,10,6,3,5.5,450.0
664,25,Male,High School,Student,Communication,7,24,2,6,13,10.0,42.9
665,28,Female,High School,Manager,Conflict Resolution,8,29,10,5,6,10.0,25.0
666,32,Other,High School,Student,Persuasive Speaking,5,10,4,5,11,7.0,40.0
667,33,Male,High School,Software Engineer,Communication,2,40,3,3,4,6.6,230.0
668,31,Female,PhD,Software Engineer,Communication,5,6,7,10,16,7.6,52.0
669,24,Male,High School,Data Scientist,Communication,6,26,8,10,7,10.0,66.7
670,34,Female,High School,Student,Communication,2,36,2,2,11,6.0,200.0
671,20,Male,High School,Data Scientist,Emotional Intelligence,6,20,10,7,1,9.4,56.7
672,33,Male,High School,Student,Critical Thinking,6,22,7,1,7,8.4,40.0
673,33,Other,Master's,Software Engineer,Writing Skills,1,9,8,6,12,3.1,210.0
674,33,Male,High School,Software Engineer,Emotional Intelligence,1,40,6,6,7,6.2,520.0
675,23,Female,Master's,Software Engineer,Emotional Intelligence,10,34,6,3,7,10.0,0.0
676,24,Female,PhD,Student,Persuasive Speaking,3,49,10,2,10,8.3,176.7
677,31,Other,Bachelor's,Software Engineer,Persuasive Speaking,10,23,1,2,16,10.0,0.0
678,35,Female,High School,Student,Critical Thinking,10,27,4,9,8,10.0,0.0
679,29,Female,Bachelor's,Data Scientist,Writing Skills,3,38,1,5,9,7.8,160.0
680,29,Female,Bachelor's,Student,Persuasive Speaking,4,17,4,7,9,7.1,77.5
681,35,Male,PhD,Data Scientist,Critical Thinking,2,47,2,5,2,7.7,285.0
682,24,Male,Bachelor's,Student,Critical Thinking,9,33,5,7,13,10.0,11.1
683,26,Female,Master's,Data Scientist,Leadership,10,40,10,4,13,10.0,0.0
684,23,Other,Bachelor's,Software Engineer,Writing Skills,7,26,9,8,4,10.0,42.9
685,20,Male,Bachelor's,Data Scientist,Persuasive Speaking,7,40,10,10,12,10.0,42.9
686,33,Other,Bachelor's,Software Engineer,Writing Skills,6,13,3,10,17,9.3,55.0
687,33,Female,High School,Software Engineer,Emotional Intelligence,3,43,8,7,2,8.7,190.0
688,24,Female,High School,Data Scientist,Emotional Intelligence,6,23,3,10,13,10.0,66.7
689,26,Male,Master's,Student,Writing Skills,8,42,6,5,18,10.0,25.0
690,29,Female,Master's,Student,Leadership,8,10,4,6,15,10.0,25.0
691,29,Male,High School,Manager,Leadership,9,19,8,5,8,10.0,11.1
692,25,Female,Master's,Student,Writing Skills,1,24,6,7,15,4.8,380.0
693,24,Female,High School,Manager,Persuasive Speaking,1,13,8,2,1,2.7,170.0
694,23,Male,PhD,Student,Conflict Resolution,3,36,1,5,10,7.6,153.3
695,21,Male,Bachelor's,Student,Leadership,3,8,6,10,12,5.8,93.3
696,23,Male,Bachelor's,Software Engineer,Communication,10,22,1,3,5,10.0,0.0
697,34,Female,Master's,Manager,Emotional Intelligence,8,9,1,9,9,10.0,25.0
698,29,Female,High School,Student,Writing Skills,10,24,8,6,8,10.0,0.0
699,29,Other,High School,Manager,Communication,1,27,7,10,16,5.7,470.0
700,22,Male,Master's,Software Engineer,Writing Skills,2,15,3,3,14,4.1,105.0
701,29,Female,High School,Software Engineer,Critical Thinking,2,41,6,7,13,7.5,275.0
702,35,Female,PhD,Manager,Emotional Intelligence,3,26,9,4,13,6.4,113.3
703,20,Male,Bachelor's,Software Engineer,Emotional Intelligence,6,8,7,3,5,7.4,23.3
704,27,Other,Master's,Data Scientist,Leadership,1,33,3,8,16,5.9,490.0
705,24,Male,Master's,Data Scientist,Leadership,2,48,6,4,11,7.6,280.0
706,32,Other,High School,Software Engineer,Communication,1,38,4,1,5,5.0,400.0
707,23,Female,Master's,Data Scientist,Critical Thinking,5,17,3,6,13,7.9,58.0
708,35,Other,PhD,Student,Writing Skills,7,46,9,10,11,10.0,42.9
709,27,Female,High School,Manager,Critical Thinking,8,13,10,1,19,9.5,18.8
710,35,Male,High School,Student,Emotional Intelligence,10,46,2,5,3,10.0,0.0
711,26,Male,High School,Manager,Communication,1,35,1,7,15,5.9,490.0
712,21,Male,High School,Software Engineer,Conflict Resolution,7,11,2,6,7,9.3,32.9
713,20,Other,PhD,Student,Communication,5,8,7,2,7,6.2,24.0
714,31,Female,High School,Software Engineer,Persuasive Speaking,10,23,10,4,6,10.0,0.0
715,35,Male,Master's,Software Engineer,Communication,1,46,1,2,3,6.0,500.0
716,35,Male,PhD,Manager,Critical Thinking,3,34,6,1,13,6.6,120.0
717,30,Female,Bachelor's,Manager,Persuasive Speaking,7,35,7,3,7,10.0,42.9
718,23,Male,Bachelor's,Manager,Persuasive Speaking,10,39,9,3,5,10.0,0.0
719,27,Female,Master's,Student,Persuasive Speaking,1,25,8,7,18,4.9,390.0
720,31,Female,Master's,Data Scientist,Conflict Resolution,7,35,6,1,8,10.0,42.9
721,21,Female,PhD,Manager,Communication,5,23,3,9,17,9.1,82.0
722,22,Female,Bachelor's,Manager,Critical Thinking,1,35,8,6,1,5.7,470.0
723,31,Female,Bachelor's,Student,Communication,1,36,7,4,14,5.4,440.0
724,20,Other,Bachelor's,Manager,Conflict Resolution,1,6,3,3,17,2.2,120.0
725,20,Male,Bachelor's,Student,Emotional Intelligence,9,14,9,3,10,10.0,11.1
726,32,Other,Bachelor's,Software Engineer,Leadership,3,6,2,2,12,4.0,33.3
727,22,Male,High School,Manager,Critical Thinking,5,6,3,2,16,6.0,20.0
728,30,Other,Master's,Manager,Critical Thinking,10,28,2,10,14,10.0,0.0
729,24,Female,High School,Software Engineer,Communication,9,21,1,5,16,10.0,11.1
730,31,Male,Bachelor's,Software Engineer,Leadership,6,36,4,9,8,10.0,66.7
731,22,Male,PhD,Software Engineer,Writing Skills,9,20,5,2,10,10.0,11.1
732,20,Other,PhD,Manager,Writing Skills,8,20,6,2,17,10.0,25.0
733,20,Other,Bachelor's,Data Scientist,Conflict Resolution,8,43,5,6,18,10.0,25.0
734,27,Male,Bachelor's,Data Scientist,Writing Skills,1,35,1,10,16,6.5,550.0
735,29,Other,PhD,Data Scientist,Critical Thinking,9,47,3,2,17,10.0,11.1
736,30,Other,High School,Manager,Writing Skills,6,28,1,4,16,9.6,60.0
737,31,Other,High School,Software Engineer,Emotional Intelligence,9,5,5,6,19,10.0,11.1
738,32,Female,Bachelor's,Manager,Emotional Intelligence,3,15,5,5,8,5.5,83.3
739,32,Female,High School,Software Engineer,Emotional Intelligence,3,25,6,1,6,5.7,90.0
740,31,Other,PhD,Manager,Writing Skills,6,8,8,6,6,8.0,33.3
741,34,Other,High School,Manager,Conflict Resolution,9,11,10,1,9,10.0,11.1
742,33,Female,Bachelor's,Software Engineer,Persuasive Speaking,7,30,1,3,4,10.0,42.9
743,21,Female,PhD,Data Scientist,Persuasive Speaking,3,16,4,10,12,6.6,120.0
744,32,Male,High School,Software Engineer,Leadership,3,35,10,5,12,7.5,150.0
745,22,Male,Master's,Student,Persuasive Speaking,2,21,1,10,17,6.1,205.0
746,21,Female,PhD,Student,Persuasive Speaking,9,37,9,5,15,10.0,11.1
747,22,Other,PhD,Software Engineer,Emotional Intelligence,3,15,7,10,9,6.5,116.7
748,26,Other,Master's,Manager,Emotional Intelligence,5,32,7,6,7,9.4,88.0
749,20,Other,Master's,Student,Writing Skills,9,36,5,10,10,10.0,11.1
750,29,Other,PhD,Student,Leadership,8,5,7,8,16,10.0,25.0
751,27,Male,Master's,Manager,Communication,2,32,2,5,12,6.2,210.0
752,32,Female,Bachelor's,Manager,Critical Thinking,3,46,4,1,7,7.8,160.0
753,29,Other,Bachelor's,Data Scientist,Leadership,2,11,7,5,18,4.1,105.0
754,29,Male,Bachelor's,Manager,Leadership,8,6,3,3,15,9.2,15.0
755,29,Other,PhD,Software Engineer,Conflict Resolution,6,46,2,4,6,10.0,66.7
756,33,Female,Master's,Software Engineer,Writing Skills,6,28,10,8,12,10.0,66.7
757,21,Male,Master's,Data Scientist,Conflict Resolution,9,8,2,7,11,10.0,11.1
758,22,Female,High School,Student,Leadership,8,48,1,5,3,10.0,25.0
759,28,Female,High School,Student,Leadership,4,23,5,2,2,6.7,67.5
760,26,Male,Master's,Manager,Leadership,4,30,6,6,6,8.2,105.0
761,23,Male,Master's,Software Engineer,Persuasive Speaking,9,15,6,6,5,10.0,11.1
762,29,Male,Master's,Student,Critical Thinking,1,44,9,10,18,7.4,640.0
763,24,Male,PhD,Data Scientist,Critical Thinking,2,47,4,10,16,8.7,335.0
764,21,Male,Master's,Data Scientist,Conflict Resolution,2,15,1,6,8,4.7,135.0
765,32,Male,High School,Software Engineer,Leadership,6,49,6,9,11,10.0,66.7
766,30,Male,PhD,Data Scientist,Critical Thinking,4,7,5,8,10,6.3,57.5
767,32,Other,Master's,Data Scientist,Emotional Intelligence,10,16,10,8,12,10.0,0.0
768,27,Female,High School,Software Engineer,Critical Thinking,3,7,6,1,6,3.9,30.0
769,23,Male,PhD,Manager,Writing Skills,3,46,3,5,5,8.6,186.7
770,28,Other,Master's,Manager,Writing Skills,3,31,2,7,9,7.5,150.0
771,24,Other,Master's,Data Scientist,Critical Thinking,6,6,6,6,16,7.8,30.0
772,32,Other,Master's,Manager,Emotional Intelligence,8,20,1,5,14,10.0,25.0
773,28,Female,PhD,Manager,Writing Skills,7,6,7,8,8,9.2,31.4
774,23,Male,High School,Data Scientist,Persuasive Speaking,4,34,7,3,19,8.0,100.0
775,29,Other,High School,Manager,Critical Thinking,4,24,10,6,14,7.6,90.0
776,24,Female,Bachelor's,Data Scientist,Persuasive Speaking,10,42,7,5,7,10.0,0.0
777,28,Female,Master's,Student,Critical Thinking,2,32,10,8,5,6.8,240.0
778,27,Female,Bachelor's,Software Engineer,Communication,1,29,1,4,18,4.7,370.0
779,35,Other,Bachelor's,Software Engineer,Communication,9,36,4,8,2,10.0,11.1
780,22,Male,High School,Manager,Communication,2,14,7,10,11,5.4,170.0
781,20,Other,PhD,Manager,Writing Skills,8,46,9,2,8,10.0,25.0
782,22,Other,PhD,Manager,Persuasive Speaking,9,44,5,9,1,10.0,11.1
783,35,Male,High School,Software Engineer,Persuasive Speaking,4,37,2,9,12,9.5,137.5
784,23,Male,PhD,Student,Persuasive Speaking,8,17,7,10,2,10.0,25.0
785,21,Male,Bachelor's,Student,Emotional Intelligence,9,45,10,10,18,10.0,11.1
786,20,Female,Master's,Software Engineer,Persuasive Speaking,10,46,1,6,7,10.0,0.0
787,26,Male,High School,Student,Emotional Intelligence,10,41,7,4,17,10.0,0.0
788,35,Other,Master's,Software Engineer,Communication,5,20,6,4,14,7.8,56.0
789,27,Male,PhD,Student,Communication,7,49,7,6,7,10.0,42.9
790,26,Other,Master's,Data Scientist,Writing Skills,10,26,10,5,3,10.0,0.0
791,33,Female,PhD,Data Scientist,Critical Thinking,4,24,3,6,6,7.6,90.0
792,35,Other,PhD,Software Engineer,Communication,1,47,3,7,2,7.1,610.0
793,24,Other,Bachelor's,Student,Critical Thinking,3,31,7,7,17,7.5,150.0
794,31,Male,PhD,Manager,Critical Thinking,5,45,2,9,12,10.0,100.0
795,20,Male,Bachelor's,Student,Writing Skills,3,20,1,8,12,6.6,120.0
796,26,Other,Bachelor's,Data Scientist,Leadership,7,38,9,6,17,10.0,42.9
797,32,Male,Bachelor's,Data Scientist,Leadership,9,36,9,6,10,10.0,11.1
798,26,Female,High School,Student,Conflict Resolution,6,30,7,5,3,10.0,66.7
799,28,Female,High School,Student,Writing Skills,10,29,7,1,18,10.0,0.0
800,22,Male,PhD,Manager,Conflict Resolution,1,6,3,9,13,3.4,240.0
801,28,Female,Bachelor's,Manager,Conflict Resolution,7,16,10,9,12,10.0,42.9
802,33,Male,High School,Student,Leadership,3,44,2,9,17,9.2,206.7
803,20,Other,Bachelor's,Student,Writing Skills,5,13,7,8,4,7.9,58.0
804,20,Other,Master's,Student,Leadership,10,16,9,10,10,10.0,0.0
805,33,Female,Master's,Student,Conflict Resolution,4,30,1,3,11,7.6,90.0
806,23,Male,Master's,Software Engineer,Writing Skills,10,13,4,1,6,10.0,0.0
807,35,Male,PhD,Student,Conflict Resolution,5,14,6,8,6,8.0,60.0
808,28,Female,Bachelor's,Manager,Persuasive Speaking,5,36,7,7,9,10.0,100.0
809,25,Other,Master's,Data Scientist,Critical Thinking,6,38,10,5,15,10.0,66.7
810,32,Female,High School,Software Engineer,Writing Skills,10,24,7,10,2,10.0,0.0
811,30,Other,Master's,Student,Writing Skills,10,43,10,7,4,10.0,0.0
812,22,Male,Master's,Data Scientist,Critical Thinking,6,6,2,10,5,8.6,43.3
813,20,Other,Master's,Software Engineer,Conflict Resolution,8,5,4,4,17,9.3,16.3
814,23,Female,PhD,Data Scientist,Persuasive Speaking,8,40,5,9,8,10.0,25.0
815,31,Male,High School,Student,Emotional Intelligence,9,28,1,10,8,10.0,11.1
816,32,Female,Bachelor's,Student,Critical Thinking,8,31,1,2,12,10.0,25.0
817,28,Female,High School,Manager,Leadership,2,6,10,9,8,4.4,120.0
818,22,Other,Bachelor's,Student,Conflict Resolution,10,35,3,9,19,10.0,0.0
819,31,Female,PhD,Student,Critical Thinking,1,18,10,5,3,3.8,280.0
820,28,Other,PhD,Software Engineer,Critical Thinking,10,6,3,1,18,10.0,0.0
821,26,Male,PhD,Manager,Writing Skills,2,33,8,7,19,6.7,235.0
822,31,Other,PhD,Software Engineer,Leadership,2,19,9,10,19,5.9,195.0
823,33,Male,Bachelor's,Data Scientist,Leadership,3,16,1,10,15,6.6,120.0
824,34,Other,Master's,Student,Leadership,10,41,2,4,6,10.0,0.0
825,35,Female,Bachelor's,Data Scientist,Critical Thinking,7,32,10,9,16,10.0,42.9
826,23,Other,High School,Software Engineer,Emotional Intelligence,2,24,2,6,8,5.6,180.0
827,22,Other,PhD,Student,Communication,1,43,4,3,16,5.9,490.0
828,29,Male,PhD,Student,Conflict Resolution,6,28,2,6,18,10.0,66.7
829,34,Female,High School,Software Engineer,Communication,9,25,7,10,16,10.0,11.1
830,35,Other,Bachelor's,Software Engineer,Critical Thinking,3,14,9,6,11,5.6,86.7
831,24,Female,Master's,Software Engineer,Communication,6,18,7,5,7,8.8,46.7
832,24,Other,Master's,Software Engineer,Critical Thinking,3,41,6,2,17,7.5,150.0
833,22,Other,High School,Software Engineer,Communication,1,22,10,10,17,5.2,420.0
834,31,Female,Master's,Student,Leadership,5,28,1,10,12,9.8,96.0
835,28,Other,Bachelor's,Software Engineer,Persuasive Speaking,10,18,10,2,13,10.0,0.0
836,23,Female,Bachelor's,Student,Leadership,4,38,9,7,10,9.2,130.0
837,30,Other,High School,Student,Leadership,7,16,5,2,7,9.0,28.6
838,24,Male,Bachelor's,Software Engineer,Writing Skills,6,26,5,6,14,9.8,63.3
839,23,Female,PhD,Software Engineer,Writing Skills,10,10,6,5,1,10.0,0.0
840,24,Other,High School,Manager,Communication,7,40,9,4,17,10.0,42.9
841,26,Other,Bachelor's,Student,Critical Thinking,5,49,8,7,4,10.0,100.0
842,35,Male,High School,Software Engineer,Leadership,4,40,8,8,5,9.6,140.0
843,28,Female,Master's,Software Engineer,Communication,7,26,8,4,7,10.0,42.9
844,26,Other,Bachelor's,Software Engineer,Writing Skills,7,18,1,1,10,9.0,28.6
845,32,Male,PhD,Manager,Persuasive Speaking,6,20,1,1,17,8.2,36.7
846,24,Other,Bachelor's,Manager,Conflict Resolution,8,40,8,1,7,10.0,25.0
847,29,Female,High School,Data Scientist,Communication,4,29,5,1,1,7.1,77.5
848,29,Other,High School,Student,Persuasive Speaking,10,36,9,5,7,10.0,0.0
849,26,Other,Bachelor's,Data Scientist,Conflict Resolution,5,37,2,4,11,9.5,90.0
850,33,Other,PhD,Software Engineer,Emotional Intelligence,4,49,9,9,9,10.0,150.0
851,34,Other,PhD,Manager,Communication,1,40,8,3,12,5.6,460.0
852,29,Male,PhD,Manager,Communication,8,24,9,7,3,10.0,25.0
853,24,Male,High School,Data Scientist,Emotional Intelligence,1,22,4,8,4,4.8,380.0
854,22,Female,Bachelor's,Manager,Emotional Intelligence,5,42,1,6,4,10.0,100.0
855,26,Male,Master's,Software Engineer,Communication,6,7,1,10,13,8.7,45.0
856,32,Male,High School,Manager,Emotional Intelligence,6,27,5,1,19,8.9,48.3
857,30,Female,PhD,Data Scientist,Leadership,5,36,2,8,10,10.0,100.0
858,30,Male,Bachelor's,Software Engineer,Conflict Resolution,3,49,8,10,5,9.9,230.0
859,21,Male,PhD,Data Scientist,Conflict Resolution,5,20,10,3,7,7.6,52.0
860,34,Female,Master's,Manager,Conflict Resolution,8,9,5,8,16,10.0,25.0
861,31,Female,PhD,Data Scientist,Leadership,2,8,5,4,1,3.6,80.0
862,28,Female,PhD,Data Scientist,Critical Thinking,6,25,2,8,12,10.0,66.7
863,29,Other,Master's,Student,Emotional Intelligence,9,44,7,1,2,10.0,11.1
864,29,Other,Bachelor's,Manager,Persuasive Speaking,8,18,8,3,7,10.0,25.0
865,31,Female,High School,Manager,Emotional Intelligence,8,43,10,6,11,10.0,25.0
866,20,Female,Bachelor's,Data Scientist,Communication,8,35,1,9,13,10.0,25.0
867,32,Female,Master's,Student,Writing Skills,7,18,2,2,2,9.2,31.4
868,25,Other,PhD,Manager,Conflict Resolution,8,10,10,1,7,9.2,15.0
869,26,Other,Bachelor's,Software Engineer,Emotional Intelligence,6,16,4,10,15,9.6,60.0
870,33,Male,High School,Data Scientist,Persuasive Speaking,2,20,5,3,11,4.6,130.0
871,32,Male,Master's,Manager,Communication,2,21,2,4,2,4.9,145.0
872,27,Female,Bachelor's,Software Engineer,Leadership,8,49,1,5,7,10.0,25.0
873,29,Other,High School,Manager,Critical Thinking,1,27,9,3,4,4.3,330.0
874,28,Other,Master's,Software Engineer,Leadership,6,18,1,10,11,9.8,63.3
875,21,Other,High School,Data Scientist,Persuasive Speaking,6,11,4,2,2,7.5,25.0
876,30,Female,Master's,Manager,Communication,4,36,2,2,16,8.0,100.0
877,29,Male,PhD,Manager,Conflict Resolution,10,19,4,7,7,10.0,0.0
878,21,Female,Bachelor's,Student,Emotional Intelligence,3,48,8,9,13,9.6,220.0
879,24,Male,High School,Data Scientist,Communication,3,21,8,10,5,7.1,136.7
880,32,Male,Master's,Software Engineer,Critical Thinking,1,45,9,2,17,5.9,490.0
881,24,Female,High School,Manager,Leadership,3,48,5,7,12,9.2,206.7
882,25,Male,High School,Manager,Critical Thinking,4,38,7,7,19,9.2,130.0
883,22,Male,Bachelor's,Software Engineer,Critical Thinking,5,9,3,7,7,7.3,46.0
884,27,Other,PhD,Data Scientist,Persuasive Speaking,3,49,10,3,6,8.5,183.3
885,35,Male,High School,Student,Persuasive Speaking,6,31,4,7,8,10.0,66.7
886,32,Female,Master's,Student,Emotional Intelligence,5,27,10,1,13,7.9,58.0
887,20,Female,Master's,Manager,Persuasive Speaking,3,44,9,10,5,9.4,213.3
888,25,Male,PhD,Software Engineer,Persuasive Speaking,6,18,10,1,2,8.0,33.3
889,23,Other,Master's,Manager,Communication,6,19,10,5,9,8.9,48.3
890,20,Other,PhD,Software Engineer,Conflict Resolution,8,47,1,2,11,10.0,25.0
891,34,Male,Master's,Student,Emotional Intelligence,2,37,2,9,6,7.5,275.0
892,26,Male,Bachelor's,Data Scientist,Communication,1,35,5,7,7,5.9,490.0
893,28,Female,High School,Software Engineer,Conflict Resolution,4,39,3,4,7,8.7,117.5
894,32,Male,Bachelor's,Student,Critical Thinking,7,21,2,4,19,9.9,41.4
895,23,Other,High School,Manager,Communication,10,32,1,2,6,10.0,0.0
896,23,Male,High School,Software Engineer,Writing Skills,3,23,10,5,11,6.3,110.0
897,25,Female,High School,Data Scientist,Communication,3,27,3,4,11,6.5,116.7
898,31,Female,Bachelor's,Manager,Persuasive Speaking,5,36,1,1,7,8.8,76.0
899,34,Female,High School,Manager,Conflict Resolution,5,44,1,8,2,10.0,100.0
900,22,Female,Bachelor's,Student,Emotional Intelligence,10,17,1,3,19,10.0,0.0
901,32,Female,PhD,Software Engineer,Emotional Intelligence,3,24,8,6,4,6.6,120.0
902,31,Male,Master's,Manager,Conflict Resolution,9,39,3,4,6,10.0,11.1
903,25,Male,Master's,Data Scientist,Persuasive Speaking,4,9,1,9,17,6.7,67.5
904,26,Male,High School,Software Engineer,Leadership,3,13,7,7,5,5.7,90.0
905,30,Male,Bachelor's,Data Scientist,Communication,2,33,10,9,7,7.1,255.0
906,29,Female,Master's,Manager,Persuasive Speaking,10,10,3,10,9,10.0,0.0
907,29,Other,Bachelor's,Data Scientist,Writing Skills,9,29,8,3,1,10.0,11.1
908,22,Male,Bachelor's,Student,Critical Thinking,4,35,4,1,1,7.7,92.5
909,26,Other,High School,Data Scientist,Conflict Resolution,3,26,4,5,19,6.6,120.0
910,33,Male,Master's,Software Engineer,Communication,7,6,5,3,6,8.2,17.1
911,22,Male,High School,Data Scientist,Emotional Intelligence,8,49,6,6,18,10.0,25.0
912,32,Other,High School,Data Scientist,Critical Thinking,2,9,7,8,10,4.5,125.0
913,32,Female,Master's,Student,Leadership,7,31,4,4,11,10.0,42.9
914,21,Male,Master's,Data Scientist,Writing Skills,5,29,8,5,1,8.9,78.0
915,31,Male,PhD,Data Scientist,Emotional Intelligence,5,12,6,5,1,7.2,44.0
916,33,Male,PhD,Manager,Conflict Resolution,3,5,1,4,13,4.3,43.3
917,29,Other,Bachelor's,Manager,Communication,5,24,1,4,5,8.2,64.0
918,23,Female,Master's,Software Engineer,Conflict Resolution,2,48,9,4,1,7.6,280.0
919,31,Other,PhD,Manager,Critical Thinking,4,27,10,4,3,7.5,87.5
920,27,Other,Bachelor's,Manager,Communication,6,36,6,4,18,10.0,66.7
921,32,Female,Bachelor's,Manager,Persuasive Speaking,1,15,10,5,9,3.5,250.0
922,34,Other,Bachelor's,Manager,Leadership,10,43,8,2,14,10.0,0.0
923,28,Female,PhD,Student,Persuasive Speaking,4,28,7,2,17,7.2,80.0
924,26,Male,Master's,Manager,Persuasive Speaking,6,15,6,9,14,9.3,55.0
925,20,Female,High School,Student,Conflict Resolution,9,33,4,2,4,10.0,11.1
926,22,Male,Bachelor's,Student,Critical Thinking,2,30,7,6,5,6.2,210.0
927,32,Other,PhD,Manager,Leadership,7,20,9,2,17,9.4,34.3
928,31,Other,PhD,Data Scientist,Communication,6,39,10,5,2,10.0,66.7
929,33,Male,High School,Student,Communication,2,24,10,4,5,5.2,160.0
930,28,Other,High School,Data Scientist,Writing Skills,8,7,7,7,4,10.0,25.0
931,34,Female,PhD,Data Scientist,Emotional Intelligence,7,5,1,7,4,8.9,27.1
932,31,Male,Master's,Manager,Writing Skills,5,5,10,6,6,6.7,34.0
933,20,Other,High School,Software Engineer,Writing Skills,5,21,9,10,13,9.1,82.0
934,28,Male,PhD,Manager,Communication,7,6,4,5,5,8.6,22.9
935,27,Female,High School,Software Engineer,Conflict Resolution,9,33,3,1,7,10.0,11.1
936,20,Female,Master's,Software Engineer,Persuasive Speaking,9,24,4,3,1,10.0,11.1
937,25,Other,Bachelor's,Manager,Critical Thinking,9,10,4,9,14,10.0,11.1
938,24,Female,High School,Manager,Persuasive Speaking,6,12,10,1,4,7.4,23.3
939,25,Male,Master's,Software Engineer,Persuasive Speaking,10,33,2,5,17,10.0,0.0
940,29,Female,PhD,Manager,Leadership,6,37,1,2,14,10.0,66.7
941,31,Male,High School,Software Engineer,Communication,3,7,10,4,16,4.5,50.0
942,32,Male,High School,Data Scientist,Critical Thinking,1,39,1,1,14,5.1,410.0
943,35,Female,PhD,Manager,Conflict Resolution,7,9,8,3,16,8.5,21.4
944,32,Other,Bachelor's,Data Scientist,Leadership,4,31,2,10,8,9.1,127.5
945,32,Female,PhD,Student,Emotional Intelligence,1,48,10,7,3,7.2,620.0
946,34,Male,High School,Data Scientist,Conflict Resolution,8,16,5,10,19,10.0,25.0
947,24,Male,PhD,Data Scientist,Writing Skills,6,24,4,3,1,9.0,50.0
948,35,Female,Master's,Software Engineer,Conflict Resolution,6,49,8,4,2,10.0,66.7
949,25,Other,PhD,Data Scientist,Conflict Resolution,2,24,2,2,15,4.8,140.0
950,24,Other,High School,Manager,Persuasive Speaking,1,13,10,3,10,2.9,190.0
951,30,Male,PhD,Software Engineer,Conflict Resolution,2,43,9,9,18,8.1,305.0
952,31,Male,Bachelor's,Student,Writing Skills,4,8,7,3,14,5.4,35.0
953,24,Other,PhD,Manager,Writing Skills,2,23,7,5,17,5.3,165.0
954,23,Female,Bachelor's,Student,Communication,1,42,1,2,13,5.6,460.0
955,22,Male,Master's,Data Scientist,Conflict Resolution,7,31,2,4,1,10.0,42.9
956,22,Male,Bachelor's,Manager,Persuasive Speaking,8,49,4,7,5,10.0,25.0
957,23,Other,PhD,Manager,Conflict Resolution,6,47,4,7,13,10.0,66.7
958,28,Female,High School,Student,Emotional Intelligence,4,17,3,3,14,6.3,57.5
959,21,Other,Bachelor's,Manager,Emotional Intelligence,6,17,7,5,3,8.7,45.0
960,34,Female,Master's,Manager,Persuasive Speaking,3,26,8,1,15,5.8,93.3
961,28,Female,Bachelor's,Manager,Communication,8,32,2,10,19,10.0,25.0
962,20,Female,Bachelor's,Data Scientist,Communication,10,49,4,10,17,10.0,0.0
963,33,Male,Bachelor's,Student,Writing Skills,2,26,3,10,3,6.6,230.0
964,34,Other,Master's,Manager,Writing Skills,5,47,2,1,16,9.9,98.0
965,34,Other,PhD,Software Engineer,Leadership,1,23,6,5,14,4.3,330.0
966,20,Female,Bachelor's,Software Engineer,Persuasive Speaking,6,12,4,10,12,9.2,53.3
967,24,Male,Bachelor's,Software Engineer,Conflict Resolution,2,12,6,9,12,5.0,150.0
968,25,Male,High School,Software Engineer,Critical Thinking,4,46,2,1,11,8.8,120.0
969,25,Other,Master's,Data Scientist,Persuasive Speaking,6,30,4,1,17,9.2,53.3
970,22,Male,Bachelor's,Manager,Leadership,10,30,6,4,8,10.0,0.0
971,35,Male,Master's,Student,Writing Skills,8,27,5,4,17,10.0,25.0
972,26,Female,Bachelor's,Manager,Persuasive Speaking,8,47,3,2,11,10.0,25.0
973,28,Male,PhD,Data Scientist,Persuasive Speaking,6,17,8,9,2,9.5,58.3
974,30,Female,PhD,Software Engineer,Writing Skills,4,32,7,9,10,9.0,125.0
975,31,Other,Bachelor's,Data Scientist,Leadership,8,13,3,2,10,9.7,21.2
976,29,Male,PhD,Manager,Writing Skills,8,24,6,9,11,10.0,25.0
977,35,Other,Bachelor's,Student,Communication,10,23,4,6,6,10.0,0.0
978,35,Other,PhD,Data Scientist,Conflict Resolution,1,43,5,8,4,6.9,590.0
979,27,Male,High School,Student,Writing Skills,4,16,5,10,12,7.6,90.0
980,25,Male,High School,Data Scientist,Leadership,4,19,7,4,11,6.7,67.5
981,31,Other,High School,Student,Emotional Intelligence,7,35,5,2,13,10.0,42.9
982,27,Male,Master's,Student,Communication,7,18,3,2,5,9.2,31.4
